geneid	chr	s1	s2
Contig38928_18675_18675	Contig38928	18675	18675
Contig38931_18180_18180	Contig38931	18180	18180
Contig38931_18185_18185	Contig38931	18185	18185
Contig38931_18227_18227	Contig38931	18227	18227
Contig38931_18239_18239	Contig38931	18239	18239
Contig38931_18246_18246	Contig38931	18246	18246
Contig38931_18272_18272	Contig38931	18272	18272
Contig38931_18284_18284	Contig38931	18284	18284
Contig38931_18298_18298	Contig38931	18298	18298
Contig38931_18310_18310	Contig38931	18310	18310
Contig38931_18469_18469	Contig38931	18469	18469
Contig38931_18491_18491	Contig38931	18491	18491
Contig38931_18497_18497	Contig38931	18497	18497
Contig38931_18512_18512	Contig38931	18512	18512
Contig38931_18785_18785	Contig38931	18785	18785
Contig38931_18788_18788	Contig38931	18788	18788
Contig38931_18945_18945	Contig38931	18945	18945
Contig38931_18950_18950	Contig38931	18950	18950
Contig38931_18972_18972	Contig38931	18972	18972
Contig38931_18990_18990	Contig38931	18990	18990
Contig38931_19620_19620	Contig38931	19620	19620
Contig38931_19689_19689	Contig38931	19689	19689
Contig38940_13829_13829	Contig38940	13829	13829
Contig38940_13840_13840	Contig38940	13840	13840
Contig38940_13852_13852	Contig38940	13852	13852
Contig38940_15052_15052	Contig38940	15052	15052
Contig3894_4232_4232	Contig3894	4232	4232
Contig38951_4620_4620	Contig38951	4620	4620
Contig38951_8343_8343	Contig38951	8343	8343
Contig38951_8363_8363	Contig38951	8363	8363
Contig38951_8466_8466	Contig38951	8466	8466
Contig38951_8488_8488	Contig38951	8488	8488
Contig38962_2085_2085	Contig38962	2085	2085
Contig38967_12608_12608	Contig38967	12608	12608
Contig38967_12636_12636	Contig38967	12636	12636
Contig38967_12641_12641	Contig38967	12641	12641
Contig38967_12812_12812	Contig38967	12812	12812
Contig38967_12835_12835	Contig38967	12835	12835
Contig39024_30967_30967	Contig39024	30967	30967
Contig39029_5888_5888	Contig39029	5888	5888
Contig39029_5918_5918	Contig39029	5918	5918
Contig39029_5946_5946	Contig39029	5946	5946
Contig39060_2242_2242	Contig39060	2242	2242
Contig3907_16462_16462	Contig3907	16462	16462
Contig39085_1979_1979	Contig39085	1979	1979
Contig39085_2002_2002	Contig39085	2002	2002
Contig39085_2028_2028	Contig39085	2028	2028
Contig39085_2048_2048	Contig39085	2048	2048
Contig39085_2055_2055	Contig39085	2055	2055
Contig39085_2059_2059	Contig39085	2059	2059
Contig39085_2080_2080	Contig39085	2080	2080
Contig39085_2088_2088	Contig39085	2088	2088
Contig39085_2090_2090	Contig39085	2090	2090
Contig3908_5968_5968	Contig3908	5968	5968
Contig390953_119_119	Contig390953	119	119
Contig390953_29_29	Contig390953	29	29
Contig390953_45_45	Contig390953	45	45
Contig390953_56_56	Contig390953	56	56
Contig39114_1856_1856	Contig39114	1856	1856
Contig39114_3136_3136	Contig39114	3136	3136
Contig39114_3389_3389	Contig39114	3389	3389
Contig39114_3404_3404	Contig39114	3404	3404
Contig39114_3408_3408	Contig39114	3408	3408
Contig39114_3457_3457	Contig39114	3457	3457
Contig39116_4984_4984	Contig39116	4984	4984
Contig39116_5056_5056	Contig39116	5056	5056
Contig391_19715_19715	Contig391	19715	19715
Contig3913_2945_2945	Contig3913	2945	2945
Contig3913_2952_2952	Contig3913	2952	2952
Contig3913_2987_2987	Contig3913	2987	2987
Contig3913_3024_3024	Contig3913	3024	3024
Contig39133_12523_12523	Contig39133	12523	12523
Contig39133_12599_12599	Contig39133	12599	12599
Contig39133_1823_1823	Contig39133	1823	1823
Contig39133_1923_1923	Contig39133	1923	1923
Contig3913_3653_3653	Contig3913	3653	3653
Contig3913_3728_3728	Contig3913	3728	3728
Contig39150_19704_19704	Contig39150	19704	19704
Contig39150_19711_19711	Contig39150	19711	19711
Contig39190_22845_22845	Contig39190	22845	22845
Contig39190_22898_22898	Contig39190	22898	22898
Contig39190_22911_22911	Contig39190	22911	22911
Contig39190_22919_22919	Contig39190	22919	22919
Contig39190_25184_25184	Contig39190	25184	25184
Contig39190_25203_25203	Contig39190	25203	25203
Contig39190_25211_25211	Contig39190	25211	25211
Contig39191_3740_3740	Contig39191	3740	3740
Contig39191_4426_4426	Contig39191	4426	4426
Contig39197_1301_1301	Contig39197	1301	1301
Contig39210_4151_4151	Contig39210	4151	4151
Contig39210_4156_4156	Contig39210	4156	4156
Contig39210_4570_4570	Contig39210	4570	4570
Contig39217_1515_1515	Contig39217	1515	1515
Contig39217_22_22	Contig39217	22	22
Contig39217_2534_2534	Contig39217	2534	2534
Contig39217_32_32	Contig39217	32	32
Contig392_30728_30728	Contig392	30728	30728
Contig392_30811_30811	Contig392	30811	30811
Contig392_31424_31424	Contig392	31424	31424
Contig392_31487_31487	Contig392	31487	31487
Contig392_31510_31510	Contig392	31510	31510
Contig392_31515_31515	Contig392	31515	31515
Contig392_31527_31527	Contig392	31527	31527
Contig392_31539_31539	Contig392	31539	31539
Contig392_31615_31615	Contig392	31615	31615
Contig39247_115_115	Contig39247	115	115
Contig39247_167_167	Contig39247	167	167
Contig39247_188_188	Contig39247	188	188
Contig39247_69_69	Contig39247	69	69
Contig39249_20399_20399	Contig39249	20399	20399
Contig39308_125_125	Contig39308	125	125
Contig39308_129_129	Contig39308	129	129
Contig39308_159_159	Contig39308	159	159
Contig39308_168_168	Contig39308	168	168
Contig39308_180_180	Contig39308	180	180
Contig39308_188_188	Contig39308	188	188
Contig39308_208_208	Contig39308	208	208
Contig39308_2807_2807	Contig39308	2807	2807
Contig39308_5165_5165	Contig39308	5165	5165
Contig39308_81_81	Contig39308	81	81
Contig39308_93_93	Contig39308	93	93
Contig39314_9398_9398	Contig39314	9398	9398
Contig39314_9460_9460	Contig39314	9460	9460
Contig39314_9475_9475	Contig39314	9475	9475
Contig39314_9501_9501	Contig39314	9501	9501
Contig39314_9503_9503	Contig39314	9503	9503
Contig39331_1044_1044	Contig39331	1044	1044
Contig39331_632_632	Contig39331	632	632
Contig39344_1068_1068	Contig39344	1068	1068
Contig39344_1083_1083	Contig39344	1083	1083
Contig39344_1133_1133	Contig39344	1133	1133
Contig39409_1390_1390	Contig39409	1390	1390
Contig39441_12794_12794	Contig39441	12794	12794
Contig39470_20912_20912	Contig39470	20912	20912
Contig39486_6347_6347	Contig39486	6347	6347
Contig39494_11987_11987	Contig39494	11987	11987
Contig39494_25797_25797	Contig39494	25797	25797
Contig39494_25808_25808	Contig39494	25808	25808
Contig39494_25828_25828	Contig39494	25828	25828
Contig39518_11367_11367	Contig39518	11367	11367
Contig39518_11392_11392	Contig39518	11392	11392
Contig39518_11439_11439	Contig39518	11439	11439
Contig39521_1774_1774	Contig39521	1774	1774
Contig39521_1840_1840	Contig39521	1840	1840
Contig39521_4599_4599	Contig39521	4599	4599
Contig39521_4614_4614	Contig39521	4614	4614
Contig39521_4623_4623	Contig39521	4623	4623
Contig39521_4633_4633	Contig39521	4633	4633
Contig39521_4649_4649	Contig39521	4649	4649
Contig39521_4659_4659	Contig39521	4659	4659
Contig395_25020_25020	Contig395	25020	25020
Contig395_25136_25136	Contig395	25136	25136
Contig395_25148_25148	Contig395	25148	25148
Contig39532_17623_17623	Contig39532	17623	17623
Contig39532_17637_17637	Contig39532	17637	17637
Contig39532_17645_17645	Contig39532	17645	17645
Contig39532_17676_17676	Contig39532	17676	17676
Contig39532_17681_17681	Contig39532	17681	17681
Contig39532_17749_17749	Contig39532	17749	17749
Contig39532_17815_17815	Contig39532	17815	17815
Contig39532_17910_17910	Contig39532	17910	17910
Contig39539_3754_3754	Contig39539	3754	3754
Contig39539_3778_3778	Contig39539	3778	3778
Contig39539_3824_3824	Contig39539	3824	3824
Contig39539_4240_4240	Contig39539	4240	4240
Contig39539_4293_4293	Contig39539	4293	4293
Contig39539_4309_4309	Contig39539	4309	4309
Contig39539_4326_4326	Contig39539	4326	4326
Contig395_5370_5370	Contig395	5370	5370
Contig39569_1805_1805	Contig39569	1805	1805
Contig39569_1837_1837	Contig39569	1837	1837
Contig39569_1949_1949	Contig39569	1949	1949
Contig39569_2015_2015	Contig39569	2015	2015
Contig39569_2024_2024	Contig39569	2024	2024
Contig39569_2036_2036	Contig39569	2036	2036
Contig39569_2054_2054	Contig39569	2054	2054
Contig39569_2076_2076	Contig39569	2076	2076
Contig39569_2080_2080	Contig39569	2080	2080
Contig39569_2088_2088	Contig39569	2088	2088
Contig39569_2093_2093	Contig39569	2093	2093
Contig39569_2117_2117	Contig39569	2117	2117
Contig39569_2121_2121	Contig39569	2121	2121
Contig39569_2136_2136	Contig39569	2136	2136
Contig39569_2182_2182	Contig39569	2182	2182
Contig39569_2199_2199	Contig39569	2199	2199
Contig39569_2243_2243	Contig39569	2243	2243
Contig39569_3486_3486	Contig39569	3486	3486
Contig39569_3685_3685	Contig39569	3685	3685
Contig39572_17968_17968	Contig39572	17968	17968
Contig3957_6317_6317	Contig3957	6317	6317
Contig3957_6319_6319	Contig3957	6319	6319
Contig39581_115_115	Contig39581	115	115
Contig39581_71_71	Contig39581	71	71
Contig39585_16081_16081	Contig39585	16081	16081
Contig39585_16089_16089	Contig39585	16089	16089
Contig39603_2866_2866	Contig39603	2866	2866
Contig39603_2871_2871	Contig39603	2871	2871
Contig39605_22691_22691	Contig39605	22691	22691
Contig39605_22712_22712	Contig39605	22712	22712
Contig39605_22727_22727	Contig39605	22727	22727
Contig39605_22761_22761	Contig39605	22761	22761
Contig39605_22804_22804	Contig39605	22804	22804
Contig39606_4690_4690	Contig39606	4690	4690
Contig39629_1907_1907	Contig39629	1907	1907
Contig39629_1950_1950	Contig39629	1950	1950
Contig39636_1767_1767	Contig39636	1767	1767
Contig39636_1814_1814	Contig39636	1814	1814
Contig39646_989_989	Contig39646	989	989
Contig39647_12903_12903	Contig39647	12903	12903
Contig39647_12959_12959	Contig39647	12959	12959
Contig39647_4081_4081	Contig39647	4081	4081
Contig39647_4085_4085	Contig39647	4085	4085
Contig39647_4096_4096	Contig39647	4096	4096
Contig39647_4146_4146	Contig39647	4146	4146
Contig39647_4245_4245	Contig39647	4245	4245
Contig39647_4534_4534	Contig39647	4534	4534
Contig39647_4538_4538	Contig39647	4538	4538
Contig39647_4549_4549	Contig39647	4549	4549
Contig39647_4555_4555	Contig39647	4555	4555
Contig39647_4576_4576	Contig39647	4576	4576
Contig39647_5272_5272	Contig39647	5272	5272
Contig39647_5284_5284	Contig39647	5284	5284
Contig39647_5288_5288	Contig39647	5288	5288
Contig39648_1373_1373	Contig39648	1373	1373
Contig39648_1376_1376	Contig39648	1376	1376
Contig39648_1382_1382	Contig39648	1382	1382
Contig39663_21083_21083	Contig39663	21083	21083
Contig39663_21089_21089	Contig39663	21089	21089
Contig39663_21098_21098	Contig39663	21098	21098
Contig39663_21191_21191	Contig39663	21191	21191
Contig39667_1217_1217	Contig39667	1217	1217
Contig39668_345_345	Contig39668	345	345
Contig39668_363_363	Contig39668	363	363
Contig39668_37_37	Contig39668	37	37
Contig39668_387_387	Contig39668	387	387
Contig39668_406_406	Contig39668	406	406
Contig39668_416_416	Contig39668	416	416
Contig39668_426_426	Contig39668	426	426
Contig39668_524_524	Contig39668	524	524
Contig39668_53_53	Contig39668	53	53
Contig39668_66_66	Contig39668	66	66
Contig39668_679_679	Contig39668	679	679
Contig39676_4746_4746	Contig39676	4746	4746
Contig39676_7210_7210	Contig39676	7210	7210
Contig39676_7370_7370	Contig39676	7370	7370
Contig39676_7381_7381	Contig39676	7381	7381
Contig39676_7385_7385	Contig39676	7385	7385
Contig39676_7436_7436	Contig39676	7436	7436
Contig39676_7490_7490	Contig39676	7490	7490
Contig39676_7503_7503	Contig39676	7503	7503
Contig39676_7515_7515	Contig39676	7515	7515
Contig39676_7688_7688	Contig39676	7688	7688
Contig39676_7770_7770	Contig39676	7770	7770
Contig39690_14115_14115	Contig39690	14115	14115
Contig39690_14120_14120	Contig39690	14120	14120
Contig39690_4758_4758	Contig39690	4758	4758
Contig39690_4793_4793	Contig39690	4793	4793
Contig39690_4855_4855	Contig39690	4855	4855
Contig39699_12501_12501	Contig39699	12501	12501
Contig39699_12504_12504	Contig39699	12504	12504
Contig39699_12508_12508	Contig39699	12508	12508
Contig39699_12548_12548	Contig39699	12548	12548
Contig39699_12554_12554	Contig39699	12554	12554
Contig39707_15245_15245	Contig39707	15245	15245
Contig39707_36720_36720	Contig39707	36720	36720
Contig39707_36806_36806	Contig39707	36806	36806
Contig39707_36810_36810	Contig39707	36810	36810
Contig39707_36815_36815	Contig39707	36815	36815
Contig39707_36854_36854	Contig39707	36854	36854
Contig39707_36860_36860	Contig39707	36860	36860
Contig39707_38363_38363	Contig39707	38363	38363
Contig39707_38375_38375	Contig39707	38375	38375
Contig397_12260_12260	Contig397	12260	12260
Contig397_12299_12299	Contig397	12299	12299
Contig397_12307_12307	Contig397	12307	12307
Contig39713_5379_5379	Contig39713	5379	5379
Contig39714_21574_21574	Contig39714	21574	21574
Contig39714_6725_6725	Contig39714	6725	6725
Contig397161_570_570	Contig397161	570	570
Contig39728_2617_2617	Contig39728	2617	2617
Contig39728_2620_2620	Contig39728	2620	2620
Contig39728_2624_2624	Contig39728	2624	2624
Contig39728_4471_4471	Contig39728	4471	4471
Contig39728_4484_4484	Contig39728	4484	4484
Contig39730_5768_5768	Contig39730	5768	5768
Contig39730_6047_6047	Contig39730	6047	6047
Contig397_33521_33521	Contig397	33521	33521
Contig397_33524_33524	Contig397	33524	33524
Contig397_33530_33530	Contig397	33530	33530
Contig39739_1389_1389	Contig39739	1389	1389
Contig39739_1409_1409	Contig39739	1409	1409
Contig39739_1433_1433	Contig39739	1433	1433
Contig39739_1514_1514	Contig39739	1514	1514
Contig39739_1540_1540	Contig39739	1540	1540
Contig39754_4682_4682	Contig39754	4682	4682
Contig39763_12782_12782	Contig39763	12782	12782
Contig39763_12918_12918	Contig39763	12918	12918
Contig39763_12923_12923	Contig39763	12923	12923
Contig39763_925_925	Contig39763	925	925
Contig39763_9320_9320	Contig39763	9320	9320
Contig39763_941_941	Contig39763	941	941
Contig39773_18161_18161	Contig39773	18161	18161
Contig3977_3763_3763	Contig3977	3763	3763
Contig3977_3769_3769	Contig3977	3769	3769
Contig3977_3775_3775	Contig3977	3775	3775
Contig39791_1760_1760	Contig39791	1760	1760
Contig39791_1816_1816	Contig39791	1816	1816
Contig39791_1839_1839	Contig39791	1839	1839
Contig39791_2705_2705	Contig39791	2705	2705
Contig39791_2707_2707	Contig39791	2707	2707
Contig39791_2717_2717	Contig39791	2717	2717
Contig39791_2739_2739	Contig39791	2739	2739
Contig39791_2762_2762	Contig39791	2762	2762
Contig39791_2767_2767	Contig39791	2767	2767
Contig39791_2823_2823	Contig39791	2823	2823
Contig39791_2833_2833	Contig39791	2833	2833
Contig39791_4032_4032	Contig39791	4032	4032
Contig39791_4052_4052	Contig39791	4052	4052
Contig39791_4075_4075	Contig39791	4075	4075
Contig39791_4078_4078	Contig39791	4078	4078
Contig39791_4100_4100	Contig39791	4100	4100
Contig39791_4106_4106	Contig39791	4106	4106
Contig39791_4118_4118	Contig39791	4118	4118
Contig39791_4122_4122	Contig39791	4122	4122
Contig39791_4157_4157	Contig39791	4157	4157
Contig39791_4167_4167	Contig39791	4167	4167
Contig39791_4173_4173	Contig39791	4173	4173
Contig39791_4185_4185	Contig39791	4185	4185
Contig39791_4191_4191	Contig39791	4191	4191
Contig39791_4212_4212	Contig39791	4212	4212
Contig39791_4233_4233	Contig39791	4233	4233
Contig39793_3655_3655	Contig39793	3655	3655
Contig39793_3674_3674	Contig39793	3674	3674
Contig39798_7947_7947	Contig39798	7947	7947
Contig39798_7953_7953	Contig39798	7953	7953
Contig39798_8001_8001	Contig39798	8001	8001
Contig39798_8019_8019	Contig39798	8019	8019
Contig39798_8022_8022	Contig39798	8022	8022
Contig39798_8028_8028	Contig39798	8028	8028
Contig39798_8052_8052	Contig39798	8052	8052
Contig39799_5254_5254	Contig39799	5254	5254
Contig398012_130_130	Contig398012	130	130
Contig398012_138_138	Contig398012	138	138
Contig398012_142_142	Contig398012	142	142
Contig398012_160_160	Contig398012	160	160
Contig398012_164_164	Contig398012	164	164
Contig398012_171_171	Contig398012	171	171
Contig398012_256_256	Contig398012	256	256
Contig398012_265_265	Contig398012	265	265
Contig39810_7176_7176	Contig39810	7176	7176
Contig39810_7186_7186	Contig39810	7186	7186
Contig39810_7189_7189	Contig39810	7189	7189
Contig39817_17792_17792	Contig39817	17792	17792
Contig39817_17857_17857	Contig39817	17857	17857
Contig39817_17877_17877	Contig39817	17877	17877
Contig39821_3562_3562	Contig39821	3562	3562
Contig39821_4996_4996	Contig39821	4996	4996
Contig39821_5003_5003	Contig39821	5003	5003
Contig398_2226_2226	Contig398	2226	2226
Contig398_2230_2230	Contig398	2230	2230
Contig39825_12061_12061	Contig39825	12061	12061
Contig39825_8053_8053	Contig39825	8053	8053
Contig39825_8121_8121	Contig39825	8121	8121
Contig39825_8144_8144	Contig39825	8144	8144
Contig39825_8151_8151	Contig39825	8151	8151
Contig39825_8425_8425	Contig39825	8425	8425
Contig39825_8544_8544	Contig39825	8544	8544
Contig39825_8725_8725	Contig39825	8725	8725
Contig39825_8731_8731	Contig39825	8731	8731
Contig39825_8735_8735	Contig39825	8735	8735
Contig39825_8744_8744	Contig39825	8744	8744
Contig39825_8753_8753	Contig39825	8753	8753
Contig39825_8783_8783	Contig39825	8783	8783
Contig39825_8826_8826	Contig39825	8826	8826
Contig39825_8875_8875	Contig39825	8875	8875
Contig39825_8888_8888	Contig39825	8888	8888
Contig39825_8892_8892	Contig39825	8892	8892
Contig398_26209_26209	Contig398	26209	26209
Contig398_26224_26224	Contig398	26224	26224
Contig398_26341_26341	Contig398	26341	26341
Contig398_26346_26346	Contig398	26346	26346
Contig398_26385_26385	Contig398	26385	26385
Contig398_26398_26398	Contig398	26398	26398
Contig39842_130_130	Contig39842	130	130
Contig39842_136_136	Contig39842	136	136
Contig39842_31_31	Contig39842	31	31
Contig39842_37_37	Contig39842	37	37
Contig3986_16537_16537	Contig3986	16537	16537
Contig3986_16634_16634	Contig3986	16634	16634
Contig3986_16650_16650	Contig3986	16650	16650
Contig3986_17148_17148	Contig3986	17148	17148
Contig39889_13763_13763	Contig39889	13763	13763
Contig39889_13912_13912	Contig39889	13912	13912
Contig39889_13917_13917	Contig39889	13917	13917
Contig39889_13928_13928	Contig39889	13928	13928
Contig3990_11987_11987	Contig3990	11987	11987
Contig3990_11996_11996	Contig3990	11996	11996
Contig39915_7122_7122	Contig39915	7122	7122
Contig39935_11679_11679	Contig39935	11679	11679
Contig39935_12749_12749	Contig39935	12749	12749
Contig39938_11020_11020	Contig39938	11020	11020
Contig39938_11030_11030	Contig39938	11030	11030
Contig39938_11056_11056	Contig39938	11056	11056
Contig39970_20253_20253	Contig39970	20253	20253
Contig39970_20263_20263	Contig39970	20263	20263
Contig39974_213_213	Contig39974	213	213
Contig39974_26358_26358	Contig39974	26358	26358
Contig39974_26496_26496	Contig39974	26496	26496
Contig39974_26538_26538	Contig39974	26538	26538
Contig39974_26548_26548	Contig39974	26548	26548
