contig	locus	id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
Contig4454	84	Contig4454_84	18	2.668e-01	-4.579e-01	7.176e-01	0.5234	4.445e-01	1.930e-01	3.008e+00	3.942e+00	2.830e+00	9.542e-01
Contig44556	16278	Contig44556_16278	18	2.137e-01	1.107e+00	1.751e+00	0.5275	9.263e-01	9.138e-02	2.505e+01	2.916e+01	4.743e+00	1.858e+00
Contig44571	29714	Contig44571_29714	18	2.692e-01	-9.600e-02	5.826e-01	0.8691	5.067e-01	2.087e-01	2.122e+00	2.167e+00	3.743e-01	8.162e-01
Contig44578	1504	Contig44578_1504	18	3.298e-01	3.037e-01	5.333e-01	0.5691	4.528e-01	2.757e-01	2.068e+00	4.635e+00	7.161e-01	7.659e-01
Contig44578	1556	Contig44578_1556	18	3.495e-01	-4.120e-01	5.134e-01	0.4223	6.045e-01	2.714e-01	1.511e+00	2.787e+00	2.976e+00	7.873e-01
Contig44578	1563	Contig44578_1563	18	3.208e-01	-4.891e-02	5.690e-01	0.9315	5.498e-01	2.614e-01	2.123e+00	3.754e+00	2.236e+00	8.146e-01
Contig44578	1601	Contig44578_1601	18	3.185e-01	-2.750e-01	5.855e-01	0.6387	7.368e-01	2.333e-01	3.842e+00	9.519e+00	3.294e+00	8.737e-01
Contig44600	22084	Contig44600_22084	18	1.919e-01	1.155e-01	1.022e+00	0.91	7.072e-01	1.739e-01	9.271e+00	8.903e+00	2.140e+00	1.256e+00
Contig44633	14199	Contig44633_14199	18	2.541e-01	-1.013e+00	1.082e+00	0.3493	6.605e-01	2.724e-01	9.480e+00	1.522e+01	4.768e+00	1.340e+00
Contig44633	14204	Contig44633_14204	18	2.244e-01	1.213e-01	1.146e+00	0.9157	6.410e-01	2.271e-01	9.563e+00	1.126e+01	3.489e+00	1.373e+00
Contig44633	14209	Contig44633_14209	18	1.964e-01	-1.708e+00	2.496e+00	0.4936	7.623e-01	1.435e-01	1.999e+01	2.250e+01	5.927e+00	1.670e+00
Contig44633	14226	Contig44633_14226	18	3.091e-01	-4.743e-01	8.668e-01	0.5842	7.932e-01	2.265e-01	5.531e+00	1.007e+01	4.575e+00	1.239e+00
Contig44633	14246	Contig44633_14246	18	2.050e-01	-6.366e-01	1.173e+00	0.5873	5.607e-01	1.932e-01	8.702e+00	8.644e+00	4.217e+00	1.295e+00
Contig44633	14262	Contig44633_14262	18	2.954e-01	-6.394e-01	8.240e-01	0.4378	7.081e-01	2.966e-01	5.862e+00	1.210e+01	4.419e+00	9.977e-01
Contig44654	2351	Contig44654_2351	18	2.879e-01	-2.288e-01	6.404e-01	0.7208	5.097e-01	2.633e-01	4.872e+00	1.097e+01	2.374e+00	9.017e-01
Contig44654	2438	Contig44654_2438	18	2.578e-01	-4.796e-01	6.638e-01	0.47	5.573e-01	2.337e-01	3.474e+00	4.420e+00	2.629e+00	9.425e-01
Contig44654	2481	Contig44654_2481	18	3.357e-01	2.840e-01	6.740e-01	0.6734	4.733e-01	2.780e-01	2.621e+00	3.725e+00	2.980e+00	9.747e-01
Contig44654	2505	Contig44654_2505	18	2.629e-01	1.247e+00	1.000e+00	0.2125	7.880e-01	2.087e-01	1.025e+01	1.577e+01	2.238e+00	1.210e+00
Contig44654	2524	Contig44654_2524	18	2.060e-01	-6.040e-01	1.349e+00	0.6544	8.774e-01	4.927e-02	2.994e+01	2.472e+01	3.683e+00	1.577e+00
Contig44654	2528	Contig44654_2528	18	2.952e-01	-1.208e-01	1.270e+00	0.9242	3.877e-01	1.979e-01	6.430e+00	7.514e+00	4.083e+00	1.275e+00
Contig44654	2549	Contig44654_2549	18	3.503e-01	-3.275e-01	1.183e+00	0.7819	4.789e-01	3.184e-01	7.972e+00	8.762e+00	4.045e+00	1.527e+00
Contig44654	2656	Contig44654_2656	18	2.977e-01	2.363e-01	7.882e-01	0.7644	4.267e-01	2.284e-01	2.596e+00	4.172e+00	2.294e+00	1.030e+00
Contig44655	3477	Contig44655_3477	18	3.057e-01	-2.605e-01	7.994e-01	0.7445	7.213e-01	2.595e-01	5.927e+00	1.151e+01	2.857e+00	1.114e+00
Contig44662	17596	Contig44662_17596	18	2.755e-01	1.843e-01	9.845e-01	0.8515	7.671e-01	2.286e-01	6.112e+00	1.090e+01	3.202e+00	1.130e+00
Contig44671	3939	Contig44671_3939	18	3.237e-01	-1.639e-01	7.438e-01	0.8256	7.291e-01	2.153e-01	3.255e+00	4.929e+00	3.110e+00	9.657e-01
Contig44671	3944	Contig44671_3944	18	2.725e-01	1.736e+00	1.683e+00	0.3024	7.039e-01	2.866e-01	1.501e+01	2.036e+01	3.959e+00	1.534e+00
Contig44671	4040	Contig44671_4040	18	3.253e-01	2.469e-01	9.227e-01	0.789	3.002e-01	1.732e-01	4.290e+00	3.497e+00	2.666e+00	1.134e+00
Contig44684	8644	Contig44684_8644	18	2.965e-01	3.736e-01	6.703e-01	0.5773	6.279e-01	2.714e-01	4.565e+00	9.367e+00	1.834e+00	9.504e-01
Contig44703	6631	Contig44703_6631	18	3.327e-01	-1.531e+00	1.015e+00	0.1312	3.582e-01	2.051e-01	2.714e+00	2.533e+00	4.254e+00	1.144e+00
Contig44703	6644	Contig44703_6644	18	2.310e-01	1.163e-01	9.031e-01	0.8975	8.227e-01	1.404e-01	8.771e+00	9.710e+00	2.971e+00	1.168e+00
Contig44712	994	Contig44712_994	18	2.832e-01	2.642e-02	6.717e-01	0.9686	4.856e-01	2.243e-01	3.143e+00	6.324e+00	1.310e+00	8.697e-01
Contig44712	1075	Contig44712_1075	18	2.280e-01	3.032e-02	6.369e-01	0.962	6.844e-01	1.931e-01	4.290e+00	7.926e+00	7.474e-01	9.096e-01
Contig44712	1084	Contig44712_1084	18	2.559e-01	-1.399e-01	5.425e-01	0.7965	5.621e-01	2.217e-01	2.244e+00	6.082e+00	1.485e+00	7.430e-01
Contig44714	44	Contig44714_44	18	3.732e-01	6.480e-01	5.339e-01	0.2249	6.452e-01	2.719e-01	1.759e+00	4.088e+00	1.637e+00	7.276e-01
Contig44714	70	Contig44714_70	18	3.216e-01	6.836e-01	5.983e-01	0.2532	5.419e-01	2.722e-01	2.321e+00	4.789e+00	9.905e-01	8.330e-01
Contig44734	17906	Contig44734_17906	18	3.222e-01	1.590e-01	7.912e-01	0.8407	6.835e-01	2.601e-01	5.133e+00	1.156e+01	3.106e+00	1.050e+00
Contig44734	17910	Contig44734_17910	18	3.036e-01	-3.078e-01	7.180e-01	0.6682	5.747e-01	2.638e-01	3.773e+00	8.908e+00	2.568e+00	9.580e-01
Contig44734	19282	Contig44734_19282	18	2.554e-01	4.820e-02	5.850e-01	0.9343	8.187e-01	1.808e-01	4.842e+00	8.252e+00	2.079e+00	8.628e-01
Contig44734	19290	Contig44734_19290	18	2.889e-01	-2.654e-01	4.682e-01	0.5708	8.129e-01	2.147e-01	3.358e+00	7.103e+00	2.507e+00	7.094e-01
Contig44734	20151	Contig44734_20151	18	2.795e-01	2.003e-01	7.941e-01	0.8008	6.051e-01	2.558e-01	3.780e+00	7.746e+00	2.581e+00	1.022e+00
Contig44797	2763	Contig44797_2763	18	2.888e-01	4.698e-01	7.617e-01	0.5374	7.930e-01	2.198e-01	7.630e+00	1.266e+01	1.811e+00	1.061e+00
Contig44797	2771	Contig44797_2771	18	2.706e-01	1.074e-01	9.489e-01	0.9099	7.421e-01	2.193e-01	9.533e+00	1.533e+01	3.704e+00	1.295e+00
Contig44799	4510	Contig44799_4510	18	2.603e-01	-1.497e-01	9.212e-01	0.8709	7.461e-01	2.661e-01	7.789e+00	1.323e+01	3.724e+00	1.269e+00
Contig44799	4519	Contig44799_4519	18	3.217e-01	-8.044e-01	6.414e-01	0.2098	7.475e-01	2.589e-01	4.628e+00	1.137e+01	3.499e+00	9.314e-01
Contig44799	4522	Contig44799_4522	18	2.385e-01	-7.439e-01	8.156e-01	0.3617	7.883e-01	1.931e-01	9.858e+00	1.589e+01	3.672e+00	1.154e+00
Contig44799	4568	Contig44799_4568	18	3.465e-01	3.599e-01	7.288e-01	0.6214	6.638e-01	2.664e-01	3.048e+00	9.196e+00	2.865e+00	1.024e+00
Contig44811	9091	Contig44811_9091	18	2.655e-01	5.698e-02	9.280e-01	0.951	7.673e-01	2.451e-01	7.455e+00	1.414e+01	4.017e+00	1.118e+00
Contig44811	9111	Contig44811_9111	18	3.443e-01	4.586e-01	6.568e-01	0.485	7.362e-01	2.391e-01	3.205e+00	7.165e+00	2.867e+00	9.458e-01
Contig44811	9135	Contig44811_9135	18	3.096e-01	3.410e-01	7.950e-01	0.668	6.595e-01	3.002e-01	3.707e+00	7.042e+00	3.615e+00	1.019e+00
Contig44825	14248	Contig44825_14248	18	1.828e-01	-2.081e-01	1.071e+00	0.8459	8.901e-01	1.038e-01	3.180e+01	3.134e+01	3.106e+00	1.435e+00
Contig44825	14326	Contig44825_14326	18	2.097e-01	4.993e-01	1.039e+00	0.6308	8.454e-01	1.379e-01	1.660e+01	2.095e+01	3.052e+00	1.290e+00
Contig44825	14342	Contig44825_14342	18	3.281e-01	-1.675e+00	1.413e+00	0.236	3.006e-01	1.636e-01	8.517e+00	6.638e+00	3.724e+00	1.369e+00
Contig44825	14347	Contig44825_14347	18	2.741e-01	-6.249e-01	7.794e-01	0.4227	6.786e-01	2.771e-01	3.654e+00	5.818e+00	4.277e+00	1.063e+00
Contig44825	14353	Contig44825_14353	18	3.400e-01	3.036e-01	5.941e-01	0.6094	6.453e-01	2.873e-01	2.047e+00	4.477e+00	2.435e+00	8.434e-01
Contig44825	14377	Contig44825_14377	18	2.239e-01	-5.742e-01	1.014e+00	0.571	8.796e-01	1.547e-01	1.896e+01	2.420e+01	3.365e+00	1.300e+00
Contig44835	4365	Contig44835_4365	18	3.799e-01	5.842e-01	5.598e-01	0.2967	6.585e-01	2.740e-01	1.483e+00	2.793e+00	1.698e+00	7.611e-01
Contig44859	7483	Contig44859_7483	18	2.968e-01	3.317e-01	8.741e-01	0.7044	7.207e-01	2.487e-01	4.511e+00	8.122e+00	2.902e+00	1.089e+00
Contig44859	7491	Contig44859_7491	18	3.378e-01	1.471e-01	1.602e+00	0.9269	2.826e-01	1.663e-01	9.949e+00	7.691e+00	3.499e+00	1.473e+00
Contig44859	7494	Contig44859_7494	18	3.083e-01	-1.904e-01	9.789e-01	0.8458	6.686e-01	2.763e-01	4.227e+00	8.604e+00	3.572e+00	1.209e+00
Contig44863	4948	Contig44863_4948	18	2.918e-01	-5.850e-01	8.207e-01	0.476	6.173e-01	2.962e-01	7.743e+00	1.473e+01	4.878e+00	1.105e+00
Contig44863	4964	Contig44863_4964	18	2.292e-01	-2.552e+00	2.194e+00	0.2448	5.767e-01	2.232e-01	3.841e+01	3.276e+01	5.474e+00	2.001e+00
Contig44863	4991	Contig44863_4991	18	2.331e-01	1.947e-01	2.382e+00	0.9348	8.606e-01	1.327e-01	1.915e+01	2.111e+01	4.480e+00	1.749e+00
Contig44863	5232	Contig44863_5232	18	2.478e-01	2.777e-01	1.337e+00	0.8355	4.761e-01	2.079e-01	1.302e+01	1.434e+01	3.557e+00	1.504e+00
Contig44863	5258	Contig44863_5258	18	2.495e-01	-7.790e-01	9.279e-01	0.4012	5.385e-01	2.417e-01	7.057e+00	1.371e+01	3.893e+00	1.221e+00
Contig44874	16639	Contig44874_16639	18	2.248e-01	-1.893e-01	1.115e+00	0.8652	8.013e-01	2.335e-01	9.724e+00	1.528e+01	3.290e+00	1.268e+00
Contig44901	17678	Contig44901_17678	18	3.138e-01	5.301e-01	6.541e-01	0.4177	7.313e-01	2.606e-01	4.007e+00	9.332e+00	2.034e+00	8.989e-01
Contig44901	17727	Contig44901_17727	18	2.489e-01	6.072e-01	1.091e+00	0.5777	6.729e-01	2.554e-01	9.533e+00	1.510e+01	3.417e+00	1.319e+00
Contig44907	515	Contig44907_515	18	3.227e-01	3.999e-01	4.737e-01	0.3986	7.904e-01	2.172e-01	3.636e+00	7.019e+00	1.018e+00	7.556e-01
Contig44907	523	Contig44907_523	18	3.740e-01	8.454e-02	3.319e-01	0.7989	8.426e-01	1.748e-01	1.946e+00	5.650e+00	2.536e-01	5.485e-01
Contig44907	532	Contig44907_532	18	3.675e-01	2.264e-01	4.345e-01	0.6023	7.263e-01	2.353e-01	1.609e+00	3.545e+00	1.635e+00	6.571e-01
Contig44909	2735	Contig44909_2735	18	3.837e-01	3.104e-01	6.627e-01	0.6395	5.841e-01	2.982e-01	2.604e+00	6.569e+00	1.292e+00	8.803e-01
Contig44909	2770	Contig44909_2770	18	3.245e-01	-1.961e-01	5.566e-01	0.7246	5.954e-01	2.509e-01	2.391e+00	7.442e+00	1.331e+00	8.004e-01
Contig44909	2839	Contig44909_2839	18	2.513e-01	-6.117e-01	7.817e-01	0.4339	7.754e-01	2.072e-01	6.961e+00	1.159e+01	3.828e+00	1.056e+00
Contig44909	2846	Contig44909_2846	18	3.371e-01	2.093e-01	5.163e-01	0.6852	7.630e-01	2.484e-01	3.054e+00	7.927e+00	2.083e+00	7.468e-01
Contig44909	2855	Contig44909_2855	18	3.531e-01	-7.041e-01	6.375e-01	0.2694	6.984e-01	2.721e-01	2.582e+00	6.957e+00	3.520e+00	9.371e-01
Contig44930	9535	Contig44930_9535	18	2.375e-01	4.862e-02	9.416e-01	0.9588	7.227e-01	2.631e-01	1.434e+01	2.179e+01	2.636e+00	1.253e+00
Contig44931	7089	Contig44931_7089	18	2.980e-01	-6.548e-01	8.068e-01	0.417	7.084e-01	2.599e-01	6.511e+00	1.283e+01	3.901e+00	1.142e+00
Contig44931	7096	Contig44931_7096	18	3.074e-01	2.992e-01	8.498e-01	0.7247	4.118e-01	2.553e-01	3.405e+00	6.382e+00	2.571e+00	1.072e+00
Contig44935	2072	Contig44935_2072	18	2.561e-01	1.683e-01	7.161e-01	0.8142	8.294e-01	1.477e-01	6.724e+00	9.928e+00	1.345e+00	9.855e-01
Contig4496	17937	Contig4496_17937	18	2.614e-01	-2.940e-01	1.108e+00	0.7908	5.844e-01	2.672e-01	1.295e+01	1.860e+01	3.782e+00	1.399e+00
Contig4496	17945	Contig4496_17945	18	2.173e-01	-1.820e+00	1.523e+00	0.2322	7.743e-01	2.415e-01	1.648e+01	2.029e+01	5.800e+00	1.678e+00
Contig4496	18018	Contig4496_18018	18	3.368e-01	-1.384e-01	6.649e-01	0.835	6.132e-01	2.864e-01	2.062e+00	3.054e+00	3.170e+00	9.870e-01
Contig4496	18045	Contig4496_18045	18	2.574e-01	-5.559e-02	1.065e+00	0.9584	5.060e-01	2.377e-01	4.881e+00	4.620e+00	3.982e+00	1.244e+00
Contig4496	18140	Contig4496_18140	18	1.786e-01	4.068e-01	1.247e+00	0.7443	8.936e-01	1.089e-01	2.461e+01	2.244e+01	2.664e+00	1.467e+00
Contig4496	18161	Contig4496_18161	18	2.736e-01	-4.292e-01	9.431e-01	0.649	7.537e-01	2.239e-01	6.537e+00	1.046e+01	4.184e+00	1.241e+00
Contig4496	18178	Contig4496_18178	18	3.265e-01	-3.689e-01	6.311e-01	0.5589	7.366e-01	2.458e-01	2.733e+00	5.015e+00	3.448e+00	9.077e-01
Contig4496	18188	Contig4496_18188	18	2.284e-01	-8.905e-01	8.383e-01	0.2881	8.600e-01	1.281e-01	1.127e+01	1.600e+01	4.081e+00	1.130e+00
Contig4498	13778	Contig4498_13778	18	2.488e-01	-5.038e-01	1.510e+00	0.7386	5.210e-01	2.273e-01	1.416e+01	1.578e+01	3.035e+00	1.423e+00
Contig44991	1666	Contig44991_1666	18	3.223e-01	-1.367e-01	1.381e+00	0.9212	3.563e-01	1.772e-01	9.041e+00	6.754e+00	2.768e+00	1.415e+00
Contig44991	1777	Contig44991_1777	18	2.775e-01	-1.269e+00	1.106e+00	0.2513	6.619e-01	2.817e-01	5.633e+00	9.345e+00	4.650e+00	1.304e+00
Contig44991	1797	Contig44991_1797	18	2.272e-01	-5.184e-02	8.398e-01	0.9508	7.778e-01	2.419e-01	9.910e+00	1.538e+01	3.871e+00	1.111e+00
Contig44991	19927	Contig44991_19927	18	2.949e-01	-6.730e-01	9.923e-01	0.4976	4.859e-01	2.609e-01	4.256e+00	4.914e+00	4.487e+00	1.189e+00
Contig45	25124	Contig45_25124	18	2.974e-01	1.486e-01	8.060e-01	0.8537	7.675e-01	2.276e-01	6.204e+00	1.143e+01	2.587e+00	9.864e-01
Contig45	26884	Contig45_26884	18	1.971e-01	-1.943e-01	1.062e+00	0.8548	8.749e-01	1.098e-01	2.226e+01	2.509e+01	3.007e+00	1.315e+00
Contig45	26909	Contig45_26909	18	3.654e-01	1.938e-01	4.930e-01	0.6942	7.423e-01	2.302e-01	1.851e+00	4.167e+00	1.668e+00	6.923e-01
Contig45	26917	Contig45_26917	18	4.288e-01	-1.025e-01	4.559e-01	0.8222	6.571e-01	2.807e-01	1.583e+00	5.033e+00	-1.230e+00	6.859e-01
Contig45	26970	Contig45_26970	18	3.177e-01	-1.384e+00	9.608e-01	0.1499	7.887e-01	2.119e-01	1.060e+01	1.929e+01	3.699e+00	1.272e+00
Contig45	27134	Contig45_27134	18	3.298e-01	-2.150e-01	6.124e-01	0.7255	7.245e-01	2.618e-01	3.782e+00	9.457e+00	2.690e+00	8.614e-01
Contig45	41161	Contig45_41161	18	3.495e-01	-3.365e-01	7.051e-01	0.6332	7.098e-01	2.485e-01	4.369e+00	9.279e+00	2.902e+00	9.505e-01
Contig45	41451	Contig45_41451	18	2.928e-01	-1.132e-01	8.394e-01	0.8927	7.892e-01	2.044e-01	6.457e+00	1.087e+01	3.014e+00	1.079e+00
Contig45	41469	Contig45_41469	18	2.337e-01	7.432e+00	3.172e+00	0.01915	5.033e-01	2.032e-01	2.451e+01	2.361e+01	3.429e+00	1.902e+00
Contig45	41746	Contig45_41746	18	3.135e-01	-4.547e-01	1.042e+00	0.6625	3.211e-01	2.046e-01	5.067e+00	8.185e+00	3.308e+00	1.122e+00
Contig45031	3474	Contig45031_3474	18	3.725e-01	4.516e-01	5.743e-01	0.4317	7.005e-01	2.593e-01	2.775e+00	6.245e+00	1.884e+00	8.283e-01
Contig45031	3481	Contig45031_3481	18	2.248e-01	-1.214e+00	9.436e-01	0.1984	7.224e-01	2.174e-01	8.871e+00	1.286e+01	3.271e+00	1.240e+00
Contig45031	4121	Contig45031_4121	18	2.910e-01	7.428e-01	7.068e-01	0.2933	7.880e-01	2.381e-01	5.230e+00	9.800e+00	1.140e+00	8.860e-01
Contig45031	4128	Contig45031_4128	18	2.026e-01	-9.187e-03	9.787e-01	0.9925	7.745e-01	1.602e-01	1.270e+01	1.728e+01	2.043e+00	1.266e+00
Contig45032	2720	Contig45032_2720	18	3.199e-01	-1.100e+00	9.298e-01	0.2367	3.621e-01	2.082e-01	4.285e+00	4.487e+00	3.728e+00	1.158e+00
Contig45032	2723	Contig45032_2723	18	3.256e-01	8.158e-01	1.167e+00	0.4845	3.786e-01	2.120e-01	7.210e+00	7.914e+00	3.134e+00	1.369e+00
Contig45032	2738	Contig45032_2738	18	2.296e-01	1.363e+00	1.941e+00	0.4825	8.659e-01	1.389e-01	2.113e+01	2.238e+01	3.767e+00	1.488e+00
Contig4508	2466	Contig4508_2466	18	3.126e-01	3.416e-01	9.403e-01	0.7164	6.610e-01	2.729e-01	4.941e+00	1.066e+01	2.670e+00	1.120e+00
Contig45089	7399	Contig45089_7399	18	2.909e-01	-5.450e-01	6.690e-01	0.4152	8.133e-01	2.013e-01	4.415e+00	7.461e+00	3.265e+00	9.578e-01
Contig45096	264	Contig45096_264	18	2.544e-01	-1.335e+00	1.245e+00	0.2837	7.833e-01	2.276e-01	8.732e+00	1.415e+01	4.247e+00	1.348e+00
Contig45096	350	Contig45096_350	18	1.409e-01	2.587e+00	1.932e+00	0.1806	7.039e-01	9.483e-02	2.376e+01	1.871e+01	1.807e+00	1.654e+00
Contig45112	2487	Contig45112_2487	18	2.570e-01	2.850e-01	1.035e+00	0.783	8.155e-01	1.888e-01	9.660e+00	1.334e+01	3.261e+00	1.233e+00
Contig45112	2548	Contig45112_2548	18	2.421e-01	6.471e-01	1.067e+00	0.5443	7.854e-01	1.850e-01	1.316e+01	1.748e+01	3.322e+00	1.349e+00
Contig45112	2550	Contig45112_2550	18	3.285e-01	4.770e-01	9.794e-01	0.6262	6.295e-01	2.866e-01	4.237e+00	8.619e+00	3.419e+00	1.208e+00
Contig45112	2555	Contig45112_2555	18	2.292e-01	1.162e-01	1.417e+00	0.9346	5.695e-01	2.681e-01	2.008e+01	2.418e+01	3.612e+00	1.576e+00
Contig45112	2583	Contig45112_2583	18	3.526e-01	-1.593e-01	7.299e-01	0.8272	7.323e-01	2.489e-01	2.991e+00	6.406e+00	3.701e+00	1.058e+00
Contig45112	2586	Contig45112_2586	18	2.068e-01	-9.697e-01	1.002e+00	0.333	8.371e-01	1.696e-01	1.814e+01	2.015e+01	5.102e+00	1.354e+00
Contig45112	7074	Contig45112_7074	18	3.535e-01	-1.054e-02	6.857e-01	0.9877	6.783e-01	2.861e-01	3.760e+00	9.170e+00	2.619e+00	9.270e-01
Contig45122	13555	Contig45122_13555	18	2.764e-01	-7.451e-01	6.189e-01	0.2287	8.825e-01	1.461e-01	5.514e+00	8.470e+00	1.741e+00	9.328e-01
Contig45151	1176	Contig45151_1176	18	2.865e-01	5.336e-01	8.240e-01	0.5172	6.777e-01	2.435e-01	4.721e+00	7.675e+00	2.961e+00	1.080e+00
Contig45151	3845	Contig45151_3845	18	2.349e-01	-8.169e-01	1.459e+00	0.5755	6.876e-01	2.532e-01	1.827e+01	2.246e+01	3.527e+00	1.485e+00
Contig45151	3932	Contig45151_3932	18	2.302e-01	1.239e-01	8.520e-01	0.8844	8.263e-01	1.621e-01	7.239e+00	1.145e+01	2.708e+00	1.110e+00
Contig45151	3938	Contig45151_3938	18	2.327e-01	2.298e-01	7.889e-01	0.7708	6.111e-01	2.447e-01	4.473e+00	7.255e+00	2.767e+00	1.054e+00
Contig45164	6144	Contig45164_6144	18	3.575e-01	-8.030e-01	5.169e-01	0.1203	5.256e-01	2.886e-01	1.505e+00	3.846e+00	2.892e+00	7.624e-01
Contig45164	6303	Contig45164_6303	18	2.995e-01	3.099e-01	7.891e-01	0.6945	7.482e-01	2.473e-01	6.368e+00	1.313e+01	3.286e+00	1.063e+00
Contig45164	9005	Contig45164_9005	18	3.109e-01	-2.804e-01	6.467e-01	0.6645	8.374e-01	1.849e-01	3.584e+00	6.613e+00	2.750e+00	8.671e-01
Contig45164	9010	Contig45164_9010	18	3.226e-01	7.091e-02	5.613e-01	0.8995	6.070e-01	3.015e-01	3.421e+00	8.488e+00	2.016e+00	8.072e-01
Contig45164	9121	Contig45164_9121	18	2.444e-01	1.107e+00	9.957e-01	0.2661	7.044e-01	2.276e-01	8.280e+00	1.186e+01	2.202e+00	1.218e+00
Contig45164	9132	Contig45164_9132	18	3.180e-01	-5.021e+00	2.240e+00	0.025	3.731e-01	1.795e-01	2.146e+01	1.710e+01	-2.830e+00	1.853e+00
Contig45164	9919	Contig45164_9919	18	2.920e-01	-9.209e-02	5.312e-01	0.8624	7.535e-01	2.186e-01	2.448e+00	4.393e+00	1.758e+00	7.939e-01
Contig45164	9923	Contig45164_9923	18	2.798e-01	-7.775e-01	7.046e-01	0.2698	4.918e-01	2.302e-01	2.067e+00	2.307e+00	3.567e+00	9.590e-01
Contig45164	9979	Contig45164_9979	18	2.242e-01	5.638e-01	1.002e+00	0.5736	8.968e-01	9.515e-02	1.078e+01	1.312e+01	2.497e+00	1.210e+00
Contig45199	1126	Contig45199_1126	18	3.239e-01	-1.694e-01	1.398e+00	0.9036	2.967e-01	1.824e-01	1.459e+01	1.420e+01	5.094e+00	1.941e+00
Contig45205	17283	Contig45205_17283	18	3.431e-01	-1.861e+00	9.679e-01	0.05453	7.308e-01	2.395e-01	3.019e+00	5.342e+00	4.839e+00	1.233e+00
Contig45205	17287	Contig45205_17287	18	2.605e-01	-2.882e+00	1.299e+00	0.02656	5.480e-01	2.432e-01	8.261e+00	1.148e+01	6.238e+00	1.450e+00
Contig45205	17316	Contig45205_17316	18	2.335e-01	-1.855e+00	1.490e+00	0.2131	7.134e-01	2.647e-01	1.631e+01	2.062e+01	4.070e+00	1.447e+00
Contig45205	17320	Contig45205_17320	18	1.940e-01	2.146e+00	1.907e+00	0.2605	5.132e-01	1.212e-01	2.842e+01	1.717e+01	1.771e+00	1.812e+00
Contig45205	17336	Contig45205_17336	18	2.472e-01	2.317e-01	1.093e+00	0.832	5.206e-01	2.256e-01	8.066e+00	9.569e+00	3.031e+00	1.293e+00
Contig45205	17365	Contig45205_17365	18	3.228e-01	-7.491e-01	7.684e-01	0.3296	6.267e-01	2.602e-01	2.852e+00	6.731e+00	3.746e+00	1.112e+00
Contig45205	17372	Contig45205_17372	18	3.160e-01	-4.250e-01	6.755e-01	0.5292	6.602e-01	2.750e-01	2.452e+00	4.941e+00	3.492e+00	9.690e-01
Contig45220	15086	Contig45220_15086	18	2.049e-01	-4.357e-02	1.528e+00	0.9772	8.316e-01	1.344e-01	2.681e+01	2.795e+01	3.903e+00	1.594e+00
Contig45223	454	Contig45223_454	18	3.338e-01	3.942e-01	5.691e-01	0.4886	5.787e-01	2.828e-01	2.476e+00	6.933e+00	1.095e+00	8.166e-01
Contig45223	3000	Contig45223_3000	18	2.680e-01	4.403e-01	8.746e-01	0.6146	5.263e-01	2.469e-01	4.195e+00	5.732e+00	2.924e+00	1.118e+00
Contig45223	3017	Contig45223_3017	18	3.170e-01	3.809e-01	6.002e-01	0.5257	5.616e-01	2.574e-01	2.224e+00	5.855e+00	1.843e+00	8.402e-01
Contig45223	3073	Contig45223_3073	18	2.793e-01	-7.868e-01	7.138e-01	0.2703	4.762e-01	2.297e-01	4.042e+00	5.770e+00	3.217e+00	9.876e-01
Contig45223	3082	Contig45223_3082	18	2.180e-01	1.332e+00	1.088e+00	0.2208	8.168e-01	1.166e-01	1.048e+01	1.158e+01	1.089e+00	1.233e+00
Contig45223	3104	Contig45223_3104	18	3.239e-01	-4.800e-01	6.151e-01	0.4351	7.107e-01	2.521e-01	2.803e+00	6.237e+00	3.574e+00	8.967e-01
Contig45223	3123	Contig45223_3123	18	2.228e-01	-4.169e-01	9.014e-01	0.6437	7.015e-01	2.087e-01	7.914e+00	1.238e+01	4.109e+00	1.146e+00
Contig45223	3139	Contig45223_3139	18	2.661e-01	-4.204e-01	9.493e-01	0.6579	6.956e-01	2.515e-01	6.763e+00	1.173e+01	4.061e+00	1.202e+00
Contig45223	3193	Contig45223_3193	18	3.069e-01	-6.689e-01	1.165e+00	0.5658	3.244e-01	1.660e-01	6.364e+00	4.776e+00	4.166e+00	1.296e+00
Contig45224	48	Contig45224_48	18	2.982e-01	1.512e-02	5.369e-01	0.9775	7.836e-01	2.451e-01	4.567e+00	9.240e+00	2.368e+00	8.420e-01
Contig45224	314	Contig45224_314	18	3.198e-01	2.816e-01	5.849e-01	0.6301	5.879e-01	2.894e-01	1.725e+00	3.039e+00	2.273e+00	7.888e-01
Contig45224	318	Contig45224_318	18	3.075e-01	1.740e-01	5.388e-01	0.7467	6.997e-01	2.597e-01	2.586e+00	6.013e+00	2.595e+00	7.900e-01
Contig45224	370	Contig45224_370	18	3.101e-01	-3.361e-01	7.238e-01	0.6424	8.381e-01	2.029e-01	4.553e+00	8.403e+00	3.073e+00	1.044e+00
Contig45224	430	Contig45224_430	18	3.186e-01	-1.080e+00	9.100e-01	0.2351	8.156e-01	2.109e-01	1.628e+01	2.674e+01	4.558e+00	1.256e+00
Contig45224	464	Contig45224_464	18	3.603e-01	-4.647e-01	5.826e-01	0.4251	6.351e-01	2.839e-01	2.026e+00	5.154e+00	3.562e+00	8.959e-01
