id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
Contig377_11352	18	3.885e-01	-3.342e-01	4.528e-01	4.604e-01	7.070e-01	2.424e-01	1.312e+00	2.642e+00	2.551e+00	6.666e-01
Contig377_19301	18	2.436e-01	3.615e-01	9.366e-01	6.996e-01	6.596e-01	2.508e-01	6.204e+00	8.595e+00	2.946e+00	1.152e+00
Contig377_19314	18	2.822e-01	-6.459e-01	8.837e-01	4.648e-01	7.055e-01	2.378e-01	7.487e+00	1.399e+01	3.272e+00	1.143e+00
Contig377_19365	18	2.554e-01	-2.621e-01	1.056e+00	8.040e-01	5.822e-01	2.594e-01	6.915e+00	1.137e+01	4.701e+00	1.318e+00
Contig377_19394	18	2.621e-01	-3.618e-01	8.099e-01	6.550e-01	8.626e-01	1.737e-01	8.281e+00	1.312e+01	3.747e+00	1.071e+00
Contig377_19850	18	2.405e-01	-1.278e-01	7.674e-01	8.677e-01	5.539e-01	2.088e-01	3.964e+00	5.053e+00	2.693e+00	9.994e-01
Contig377_19877	18	2.593e-01	2.195e-01	6.298e-01	7.275e-01	6.851e-01	2.019e-01	3.274e+00	5.299e+00	1.565e+00	8.754e-01
Contig377_20017	18	3.266e-01	1.446e-01	7.067e-01	8.378e-01	5.056e-01	2.795e-01	2.734e+00	4.895e+00	2.752e+00	9.347e-01
Contig377_20033	18	3.485e-01	4.285e-03	5.404e-01	9.937e-01	6.539e-01	2.978e-01	2.372e+00	4.369e+00	1.742e+00	8.034e-01
Contig377_20279	18	3.237e-01	1.066e+00	6.755e-01	1.146e-01	6.994e-01	2.352e-01	3.268e+00	6.114e+00	1.835e+00	9.712e-01
Contig377_20283	18	2.488e-01	-1.668e-01	9.188e-01	8.560e-01	4.870e-01	1.932e-01	4.758e+00	3.909e+00	2.606e+00	1.123e+00
Contig377_20298	18	3.065e-01	-9.117e-02	6.031e-01	8.798e-01	6.839e-01	2.605e-01	3.589e+00	8.032e+00	3.087e+00	8.500e-01
Contig377_20303	18	2.965e-01	-1.691e-01	7.317e-01	8.172e-01	6.754e-01	2.728e-01	3.741e+00	8.124e+00	3.738e+00	1.050e+00
Contig377_20366	18	3.458e-01	2.030e-02	5.231e-01	9.690e-01	7.090e-01	2.532e-01	1.939e+00	3.462e+00	1.794e+00	7.511e-01
Contig377_20420	18	2.930e-01	-1.747e+00	7.605e-01	2.164e-02	6.727e-01	2.680e-01	3.335e+00	4.957e+00	3.755e+00	9.718e-01
Contig377_20504	18	3.205e-01	-2.147e-02	7.384e-01	9.768e-01	7.199e-01	2.525e-01	4.303e+00	9.956e+00	2.793e+00	9.949e-01
Contig377071_46	18	2.462e-01	1.582e-01	9.013e-01	8.607e-01	7.867e-01	2.173e-01	1.275e+01	1.909e+01	1.753e+00	1.190e+00
Contig377071_103	18	2.847e-01	6.871e-01	7.578e-01	3.645e-01	6.941e-01	2.381e-01	5.115e+00	9.057e+00	1.745e+00	1.032e+00
Contig37713_3012	18	3.320e-01	9.498e-02	6.231e-01	8.788e-01	5.487e-01	2.895e-01	2.433e+00	4.164e+00	2.169e+00	8.396e-01
Contig37729_3782	18	2.800e-01	-6.427e-01	1.075e+00	5.501e-01	7.582e-01	2.394e-01	1.106e+01	1.676e+01	3.903e+00	1.369e+00
Contig37729_3797	18	2.122e-01	3.313e+00	1.613e+00	4.005e-02	8.135e-01	1.576e-01	2.636e+01	2.921e+01	2.939e+00	1.657e+00
Contig37729_3807	18	3.012e-01	-1.014e+00	9.394e-01	2.802e-01	6.358e-01	2.829e-01	5.533e+00	8.514e+00	4.085e+00	1.097e+00
Contig37755_16861	18	2.229e-01	1.236e+00	1.153e+00	2.837e-01	7.959e-01	1.927e-01	1.433e+01	2.091e+01	2.906e+00	1.341e+00
Contig37755_16898	18	2.805e-01	-1.256e+00	1.211e+00	2.994e-01	6.526e-01	2.828e-01	8.390e+00	1.295e+01	4.857e+00	1.357e+00
Contig37755_24240	18	2.985e-01	-1.124e+00	1.083e+00	2.992e-01	5.595e-01	2.662e-01	4.785e+00	7.088e+00	4.505e+00	1.205e+00
Contig37755_27377	18	3.009e-01	1.145e+00	9.251e-01	2.156e-01	6.805e-01	2.339e-01	4.228e+00	7.163e+00	2.227e+00	1.087e+00
Contig37755_27393	18	2.719e-01	1.204e+00	1.093e+00	2.706e-01	5.751e-01	2.875e-01	6.146e+00	9.929e+00	2.531e+00	1.124e+00
Contig37755_27427	18	3.089e-01	-1.766e+00	1.010e+00	8.040e-02	6.341e-01	2.688e-01	4.374e+00	7.912e+00	5.224e+00	1.196e+00
Contig37755_27465	18	2.743e-01	-3.784e-01	1.277e+00	7.671e-01	6.057e-01	3.038e-01	7.294e+00	8.708e+00	3.946e+00	1.300e+00
Contig37755_32609	18	3.122e-01	-7.102e-01	8.252e-01	3.894e-01	6.852e-01	2.647e-01	6.208e+00	1.204e+01	3.969e+00	1.083e+00
Contig37790_8723	18	2.066e-01	-1.229e+00	1.530e+00	4.218e-01	8.130e-01	1.937e-01	1.624e+01	2.007e+01	4.710e+00	1.360e+00
Contig378_18455	18	2.482e-01	-5.137e-02	7.043e-01	9.419e-01	6.880e-01	2.045e-01	5.004e+00	9.315e+00	1.040e-02	9.364e-01
Contig3783_1959	18	2.715e-01	2.203e-01	8.745e-01	8.011e-01	8.272e-01	1.879e-01	1.012e+01	1.746e+01	2.787e+00	1.104e+00
Contig37845_290	18	4.528e-01	3.122e-01	4.072e-01	4.434e-01	6.935e-01	2.801e-01	1.432e+00	4.706e+00	1.183e+00	6.042e-01
Contig37845_307	18	4.381e-01	4.935e-01	3.401e-01	1.468e-01	5.812e-01	2.841e-01	5.584e-01	1.051e+00	6.868e-01	5.172e-01
Contig37875_1301	18	3.892e-01	4.687e-01	4.362e-01	2.826e-01	5.850e-01	2.759e-01	1.154e+00	2.732e+00	1.163e+00	6.391e-01
Contig37875_1305	18	2.812e-01	6.641e-01	7.282e-01	3.617e-01	4.716e-01	2.335e-01	4.879e+00	9.498e+00	1.641e+00	9.812e-01
Contig37881_1946	18	2.714e-01	8.155e-01	7.362e-01	2.680e-01	6.384e-01	2.599e-01	4.391e+00	8.408e+00	1.645e+00	9.223e-01
Contig37881_1953	18	3.965e-01	2.478e-01	5.042e-01	6.230e-01	7.129e-01	2.672e-01	1.405e+00	3.266e+00	1.661e+00	7.241e-01
Contig37881_1959	18	2.162e-01	4.457e-01	1.364e+00	7.438e-01	8.004e-01	2.109e-01	1.727e+01	1.915e+01	2.968e+00	1.540e+00
Contig37885_2311	18	2.157e-01	-4.022e-01	1.316e+00	7.599e-01	6.576e-01	2.187e-01	1.852e+01	2.493e+01	2.149e+00	1.422e+00
Contig37900_1794	18	2.603e-01	3.102e-01	1.123e+00	7.825e-01	7.426e-01	2.381e-01	1.090e+01	1.555e+01	3.440e+00	1.271e+00
Contig37900_2068	18	2.719e-01	-2.072e-01	9.319e-01	8.240e-01	6.912e-01	2.663e-01	1.101e+01	1.855e+01	4.412e+00	1.409e+00
Contig37900_2255	18	2.994e-01	2.703e-01	1.262e+00	8.304e-01	7.882e-01	2.103e-01	7.613e+00	1.459e+01	3.093e+00	1.332e+00
Contig37901_4343	18	3.084e-01	4.190e-01	5.296e-01	4.288e-01	6.361e-01	2.343e-01	2.615e+00	5.036e+00	-4.849e-01	7.524e-01
Contig37901_4355	18	2.411e-01	8.105e-01	6.694e-01	2.260e-01	8.680e-01	1.429e-01	8.275e+00	1.201e+01	8.150e-01	9.327e-01
Contig37901_4358	18	3.947e-01	-1.738e-01	4.214e-01	6.799e-01	7.475e-01	2.496e-01	1.643e+00	3.541e+00	4.910e-01	6.282e-01
Contig37901_7914	18	2.863e-01	8.493e-01	7.271e-01	2.427e-01	7.543e-01	2.001e-01	7.008e+00	1.250e+01	1.100e+00	1.034e+00
Contig37901_10535	18	3.955e-01	4.234e-01	5.647e-01	4.534e-01	7.165e-01	2.343e-01	2.085e+00	4.260e+00	7.271e-01	7.906e-01
Contig37901_10624	18	3.721e-01	-3.159e-01	4.204e-01	4.524e-01	6.001e-01	2.704e-01	1.239e+00	2.335e+00	1.309e-01	6.067e-01
Contig37901_10632	18	4.357e-01	-2.614e-01	4.373e-01	5.500e-01	7.015e-01	2.640e-01	1.410e+00	2.869e+00	2.092e-01	6.446e-01
Contig37902_7272	18	2.952e-01	6.033e-01	7.201e-01	4.021e-01	8.189e-01	1.938e-01	4.864e+00	9.063e+00	2.206e+00	9.549e-01
Contig37948_14002	18	2.754e-01	-5.083e-01	8.954e-01	5.702e-01	7.979e-01	2.018e-01	8.816e+00	1.547e+01	4.196e+00	1.174e+00
Contig37961_7987	18	3.276e-01	7.045e-01	7.861e-01	3.701e-01	5.578e-01	2.633e-01	3.646e+00	7.553e+00	2.349e+00	1.079e+00
Contig37968_42059	18	3.152e-01	-5.526e-01	1.222e+00	6.512e-01	3.231e-01	1.749e-01	8.272e+00	6.596e+00	4.027e+00	1.420e+00
Contig38_55428	18	3.361e-01	-2.428e-01	7.059e-01	7.309e-01	7.562e-01	2.271e-01	4.433e+00	9.198e+00	3.437e+00	1.080e+00
Contig38_55483	18	3.031e-01	-2.567e-01	1.072e+00	8.107e-01	5.085e-01	2.801e-01	4.724e+00	8.386e+00	3.835e+00	1.146e+00
Contig38_55592	18	2.842e-01	-1.134e-01	8.012e-01	8.875e-01	7.021e-01	2.394e-01	5.057e+00	8.548e+00	3.448e+00	1.171e+00
Contig38000_5575	18	1.901e-01	1.595e+00	1.364e+00	2.422e-01	7.484e-01	1.450e-01	2.397e+01	2.424e+01	2.728e+00	1.579e+00
Contig38023_3038	18	3.627e-01	-2.651e-01	5.990e-01	6.580e-01	5.090e-01	2.888e-01	1.720e+00	4.794e+00	2.939e+00	8.638e-01
Contig38030_13579	18	3.450e-01	-4.241e-01	5.321e-01	4.254e-01	3.225e-01	1.757e-01	1.208e+00	1.045e+00	7.576e-01	7.278e-01
Contig380433_596	18	2.329e-01	-1.493e+00	1.362e+00	2.730e-01	8.260e-01	1.421e-01	1.685e+01	2.035e+01	4.361e+00	1.428e+00
Contig380433_663	18	2.719e-01	-4.969e-01	9.724e-01	6.094e-01	6.963e-01	2.556e-01	7.347e+00	1.385e+01	4.183e+00	1.181e+00
Contig38046_9650	18	2.901e-01	-9.911e-02	8.552e-01	9.077e-01	7.642e-01	2.207e-01	7.590e+00	1.441e+01	2.724e+00	1.097e+00
Contig38057_5086	18	3.667e-01	4.763e-02	5.625e-01	9.325e-01	7.258e-01	2.442e-01	1.566e+00	3.005e+00	2.388e+00	8.274e-01
Contig38058_6112	18	3.269e-01	6.247e-01	1.008e+00	5.355e-01	3.148e-01	1.701e-01	5.157e+00	4.312e+00	2.260e+00	1.183e+00
Contig38061_12971	18	2.608e-01	-4.469e-01	6.072e-01	4.618e-01	7.486e-01	2.441e-01	4.329e+00	7.878e+00	3.572e+00	8.708e-01
Contig38061_12979	18	3.075e-01	7.060e-01	6.897e-01	3.060e-01	6.468e-01	2.887e-01	2.489e+00	4.765e+00	3.035e+00	9.432e-01
Contig38061_12983	18	2.669e-01	-6.735e-01	5.315e-01	2.051e-01	7.067e-01	2.694e-01	3.009e+00	6.187e+00	1.904e+00	7.362e-01
Contig38061_13030	18	3.123e-01	6.029e-01	5.650e-01	2.860e-01	8.015e-01	1.982e-01	4.422e+00	9.803e+00	1.750e+00	8.410e-01
Contig38061_13149	18	3.225e-01	-5.732e-01	7.198e-01	4.258e-01	6.155e-01	2.691e-01	3.176e+00	5.575e+00	3.873e+00	1.088e+00
Contig38061_13167	18	3.212e-01	5.585e-01	1.004e+00	5.780e-01	6.117e-01	2.776e-01	4.105e+00	6.057e+00	3.017e+00	1.258e+00
Contig38061_13212	18	3.242e-01	-5.313e-01	8.244e-01	5.193e-01	6.886e-01	2.776e-01	5.551e+00	1.176e+01	2.948e+00	1.089e+00
Contig38061_13313	18	3.025e-01	-1.280e+00	9.621e-01	1.832e-01	7.841e-01	2.198e-01	7.113e+00	1.351e+01	4.239e+00	1.241e+00
Contig38061_13339	18	3.220e-01	-3.164e-01	6.686e-01	6.360e-01	5.842e-01	2.697e-01	2.483e+00	3.624e+00	2.985e+00	9.106e-01
Contig38070_3413	18	2.979e-01	1.088e+00	1.374e+00	4.283e-01	5.794e-01	2.946e-01	5.859e+00	9.983e+00	3.324e+00	1.414e+00
Contig38070_3423	18	2.910e-01	-5.155e-01	8.546e-01	5.464e-01	7.718e-01	2.250e-01	6.754e+00	1.118e+01	3.684e+00	1.068e+00
Contig38070_3431	18	3.309e-01	-1.265e+00	7.814e-01	1.055e-01	6.441e-01	2.739e-01	3.457e+00	6.018e+00	3.861e+00	1.065e+00
Contig38079_13642	18	2.850e-01	1.919e-01	8.184e-01	8.146e-01	5.899e-01	2.903e-01	4.905e+00	6.760e+00	4.036e+00	1.190e+00
Contig38079_13702	18	2.966e-01	-6.916e-01	7.581e-01	3.616e-01	7.086e-01	2.798e-01	4.808e+00	9.570e+00	4.179e+00	1.039e+00
Contig38079_13712	18	2.428e-01	-8.464e-01	1.015e+00	4.043e-01	6.877e-01	2.482e-01	8.457e+00	1.544e+01	4.270e+00	1.426e+00
Contig38079_13732	18	2.648e-01	-1.145e+00	9.935e-01	2.492e-01	7.842e-01	2.251e-01	7.518e+00	1.399e+01	4.291e+00	1.208e+00
Contig38079_13739	18	2.743e-01	-2.966e+00	1.848e+00	1.086e-01	4.353e-01	1.831e-01	1.018e+01	8.311e+00	3.722e+00	1.425e+00
Contig38079_13747	18	3.066e-01	3.425e-01	6.903e-01	6.197e-01	7.994e-01	2.145e-01	3.608e+00	8.488e+00	2.762e+00	8.746e-01
Contig38079_13751	18	2.478e-01	-8.970e-01	7.626e-01	2.395e-01	8.211e-01	2.075e-01	7.852e+00	1.598e+01	4.165e+00	1.048e+00
Contig38096_17056	18	3.060e-01	3.978e-01	9.953e-01	6.894e-01	3.929e-01	2.095e-01	4.564e+00	5.098e+00	2.561e+00	1.239e+00
Contig38096_17077	18	2.746e-01	4.721e-01	9.045e-01	6.017e-01	4.263e-01	1.821e-01	4.694e+00	4.391e+00	2.673e+00	1.169e+00
Contig381_11819	18	3.185e-01	7.772e-01	1.092e+00	4.766e-01	4.490e-01	2.679e-01	5.906e+00	7.869e+00	2.729e+00	1.364e+00
Contig381_11834	18	2.524e-01	1.472e+00	1.612e+00	3.613e-01	5.397e-01	2.518e-01	1.336e+01	1.372e+01	3.735e+00	1.539e+00
Contig381265_659	18	3.617e-01	1.112e+00	4.638e-01	1.653e-02	6.891e-01	2.647e-01	2.235e+00	6.555e+00	-1.452e+00	6.959e-01
Contig381265_1269	18	3.128e-01	1.908e-01	6.596e-01	7.724e-01	6.514e-01	2.856e-01	4.912e+00	1.065e+01	1.867e+00	8.597e-01
Contig38140_23473	18	3.465e-01	6.192e-02	6.605e-01	9.253e-01	7.070e-01	2.694e-01	3.090e+00	6.087e+00	2.865e+00	9.809e-01
Contig38166_26156	18	2.742e-01	1.314e-01	7.444e-01	8.599e-01	8.034e-01	1.954e-01	6.662e+00	1.084e+01	1.942e+00	1.054e+00
Contig38166_26197	18	2.932e-01	-2.381e-01	8.553e-01	7.807e-01	6.126e-01	2.932e-01	6.474e+00	1.280e+01	2.832e+00	1.095e+00
Contig38166_28706	18	3.567e-01	3.523e-01	6.418e-01	5.831e-01	7.289e-01	2.411e-01	3.785e+00	8.396e+00	2.080e+00	9.429e-01
Contig38166_28718	18	1.988e-01	1.148e+00	1.063e+00	2.805e-01	9.153e-01	8.978e-02	2.319e+01	2.311e+01	1.819e+00	1.339e+00
Contig38166_28722	18	2.411e-01	2.436e-01	9.435e-01	7.963e-01	7.676e-01	1.573e-01	1.138e+01	1.583e+01	2.159e+00	1.203e+00
Contig38178_1278	18	3.152e-01	9.141e-01	8.191e-01	2.644e-01	6.602e-01	2.878e-01	5.125e+00	1.116e+01	2.838e+00	9.883e-01
Contig38178_1341	18	2.910e-01	-2.323e-01	2.278e+00	9.188e-01	4.003e-01	1.811e-01	1.502e+01	9.268e+00	-3.991e+00	1.590e+00
Contig38193_4979	18	2.623e-01	-3.269e-01	1.534e+00	8.312e-01	7.493e-01	2.473e-01	1.900e+01	2.415e+01	5.111e+00	1.776e+00
Contig38193_4990	18	2.789e-01	9.679e-01	1.010e+00	3.378e-01	7.384e-01	2.430e-01	8.488e+00	1.527e+01	2.099e+00	1.253e+00
Contig38211_11196	18	3.657e-01	-4.484e-01	5.951e-01	4.512e-01	6.047e-01	3.007e-01	2.364e+00	6.941e+00	3.058e+00	8.354e-01
Contig38213_5008	18	3.667e-01	1.989e-01	3.707e-01	5.915e-01	7.195e-01	2.335e-01	1.302e+00	3.902e+00	1.382e+00	5.761e-01
Contig38228_1764	18	3.176e-01	-4.075e-02	7.409e-01	9.561e-01	7.493e-01	2.359e-01	4.004e+00	7.069e+00	3.186e+00	1.024e+00
Contig38228_1779	18	2.515e-01	-6.193e-01	7.847e-01	4.300e-01	8.391e-01	1.885e-01	9.220e+00	1.331e+01	3.794e+00	1.050e+00
Contig38228_1788	18	3.035e-01	-1.406e+00	1.074e+00	1.906e-01	3.964e-01	2.138e-01	4.530e+00	7.094e+00	4.128e+00	1.283e+00
Contig38237_6285	18	2.691e-01	1.027e+00	1.431e+00	4.730e-01	5.541e-01	2.808e-01	7.085e+00	1.271e+01	2.335e+00	1.512e+00
Contig38237_6292	18	2.505e-01	5.345e-01	7.257e-01	4.614e-01	7.784e-01	2.265e-01	8.572e+00	1.497e+01	2.127e+00	1.073e+00
Contig38237_6298	18	2.395e-01	6.202e-01	8.806e-01	4.812e-01	7.950e-01	2.073e-01	1.199e+01	1.866e+01	2.278e+00	1.220e+00
Contig38237_6310	18	2.209e-01	-1.330e+00	1.173e+00	2.570e-01	8.639e-01	1.735e-01	2.575e+01	2.916e+01	3.391e+00	1.495e+00
Contig38237_6319	18	3.697e-01	2.578e-01	5.490e-01	6.387e-01	6.841e-01	2.779e-01	2.215e+00	4.608e+00	1.847e+00	7.908e-01
Contig38252_11224	18	2.366e-01	-3.292e-02	1.299e+00	9.798e-01	5.272e-01	2.289e-01	1.182e+01	1.559e+01	3.587e+00	1.461e+00
Contig38252_11256	18	2.846e-01	2.115e-01	7.504e-01	7.781e-01	6.848e-01	2.823e-01	5.050e+00	1.210e+01	3.300e+00	9.873e-01
Contig38252_11264	18	1.448e-01	1.230e-01	1.812e+00	9.459e-01	7.433e-01	7.551e-02	2.509e+01	2.100e+01	5.474e+00	1.706e+00
Contig38252_11268	18	3.382e-01	3.000e-01	8.905e-01	7.362e-01	2.234e-01	1.438e-01	3.397e+00	2.363e+00	2.829e+00	1.119e+00
Contig38252_11280	18	2.763e-01	-2.048e-01	7.591e-01	7.873e-01	7.840e-01	1.899e-01	8.128e+00	1.478e+01	3.565e+00	1.100e+00
Contig38252_11299	18	2.055e-01	2.111e-01	2.292e+00	9.266e-01	8.856e-01	1.047e-01	2.594e+01	2.675e+01	4.576e+00	1.574e+00
Contig38252_12435	18	2.209e-01	-9.746e-01	1.138e+00	3.917e-01	7.684e-01	1.909e-01	8.788e+00	1.299e+01	4.108e+00	1.356e+00
Contig38252_12453	18	3.282e-01	-2.512e-03	5.971e-01	9.966e-01	7.410e-01	2.436e-01	3.028e+00	5.864e+00	2.928e+00	8.848e-01
Contig38252_12465	18	3.415e-01	6.222e-01	9.865e-01	5.283e-01	2.377e-01	1.418e-01	3.961e+00	3.058e+00	2.490e+00	1.167e+00
Contig38252_15660	18	3.229e-01	1.474e-01	9.001e-01	8.699e-01	6.139e-01	2.751e-01	2.955e+00	5.219e+00	2.920e+00	1.120e+00
Contig38252_15681	18	3.847e-01	1.114e-01	6.459e-01	8.630e-01	6.520e-01	2.783e-01	2.135e+00	4.468e+00	2.473e+00	9.301e-01
Contig38252_15691	18	2.788e-01	2.490e-01	1.057e+00	8.138e-01	7.554e-01	2.257e-01	1.209e+01	1.940e+01	3.351e+00	1.359e+00
Contig38252_15781	18	1.741e-01	3.644e+00	2.295e+00	1.122e-01	8.163e-01	1.109e-01	5.822e+01	3.578e+01	2.354e+00	1.988e+00
Contig38290_178	18	3.177e-01	-1.191e+00	7.217e-01	9.901e-02	5.132e-01	2.426e-01	2.743e+00	3.892e+00	2.752e+00	9.565e-01
Contig38290_193	18	2.775e-01	-2.701e-01	7.511e-01	7.192e-01	5.124e-01	2.212e-01	2.911e+00	3.418e+00	1.785e+00	9.767e-01
Contig38290_378	18	2.726e-01	-4.443e-01	6.146e-01	4.698e-01	6.370e-01	3.077e-01	7.963e+00	1.535e+01	2.406e+00	9.275e-01
Contig38290_395	18	3.611e-01	-1.447e-01	4.729e-01	7.596e-01	8.219e-01	2.065e-01	2.836e+00	5.399e+00	1.661e+00	6.947e-01
Contig38291_5656	18	2.744e-01	7.656e-01	1.285e+00	5.514e-01	6.464e-01	2.519e-01	9.199e+00	1.543e+01	3.720e+00	1.456e+00
Contig383_12386	18	2.359e-01	9.345e-01	9.992e-01	3.497e-01	6.136e-01	2.572e-01	8.774e+00	1.191e+01	2.414e+00	1.247e+00
Contig383_12400	18	1.972e-01	7.872e-01	1.166e+00	4.994e-01	9.217e-01	7.522e-02	2.826e+01	2.643e+01	1.760e+00	1.425e+00
Contig38300_10345	18	3.349e-01	-3.951e-01	9.983e-01	6.923e-01	2.607e-01	1.605e-01	5.037e+00	4.141e+00	3.655e+00	1.241e+00
Contig38300_11375	18	2.188e-01	-1.175e-01	1.149e+00	9.186e-01	7.339e-01	2.157e-01	1.048e+01	1.659e+01	4.066e+00	1.295e+00
Contig38300_11395	18	2.465e-01	7.321e-01	9.342e-01	4.332e-01	6.338e-01	2.631e-01	6.604e+00	1.314e+01	2.196e+00	1.087e+00
Contig38327_5205	18	1.984e-01	1.083e+00	1.487e+00	4.663e-01	8.575e-01	1.505e-01	3.223e+01	3.018e+01	3.838e+00	1.665e+00
Contig38327_5253	18	3.301e-01	-2.308e-01	6.731e-01	7.317e-01	6.530e-01	2.761e-01	2.983e+00	5.254e+00	3.628e+00	9.527e-01
Contig38327_5665	18	2.711e-01	3.190e-01	9.449e-01	7.357e-01	5.235e-01	2.370e-01	4.891e+00	6.327e+00	2.822e+00	1.101e+00
Contig38333_26211	18	3.478e-01	-1.567e+00	3.342e+00	6.392e-01	3.354e-01	1.661e-01	4.487e+01	2.893e+01	-1.411e+00	2.139e+00
Contig38365_5696	18	3.282e-01	-6.566e-02	5.987e-01	9.127e-01	5.106e-01	2.853e-01	2.744e+00	6.407e+00	2.218e+00	8.329e-01
Contig38365_5775	18	2.278e-01	3.453e-01	1.501e+00	8.181e-01	6.445e-01	2.126e-01	1.229e+01	1.573e+01	4.167e+00	1.545e+00
Contig38365_6019	18	2.733e-01	-3.351e-01	7.663e-01	6.619e-01	7.661e-01	2.352e-01	6.010e+00	9.911e+00	2.518e+00	1.018e+00
Contig38375_27982	18	3.379e-01	4.401e-01	5.275e-01	4.041e-01	6.203e-01	2.457e-01	2.041e+00	5.271e+00	1.037e+00	7.431e-01
Contig383916_1469	18	2.678e-01	1.139e-01	1.013e+00	9.105e-01	5.949e-01	2.886e-01	9.337e+00	1.583e+01	3.553e+00	1.261e+00
Contig38397_3114	18	3.500e-01	-1.132e+00	5.459e-01	3.811e-02	7.463e-01	2.448e-01	2.819e+00	6.619e+00	3.224e+00	8.197e-01
Contig38397_3123	18	2.441e-01	-1.012e+00	8.345e-01	2.254e-01	7.719e-01	1.904e-01	8.796e+00	1.613e+01	3.834e+00	1.235e+00
Contig38397_3128	18	2.662e-01	-1.502e-01	5.917e-01	7.996e-01	8.505e-01	1.883e-01	4.326e+00	6.934e+00	2.373e+00	9.230e-01
Contig384_44815	18	1.614e-01	-8.971e-02	2.139e+00	9.665e-01	6.267e-01	1.412e-01	1.720e+01	1.615e+01	4.845e+00	1.685e+00
Contig384_44888	18	3.321e-01	-1.368e+00	8.758e-01	1.183e-01	6.586e-01	2.703e-01	3.140e+00	5.882e+00	4.434e+00	1.138e+00
Contig38411_86	18	3.658e-01	-1.345e-01	4.452e-01	7.626e-01	8.007e-01	2.042e-01	2.472e+00	3.862e+00	1.865e+00	7.033e-01
Contig38411_184	18	3.851e-01	6.600e-02	4.689e-01	8.881e-01	7.467e-01	2.547e-01	2.018e+00	5.501e+00	2.009e+00	7.387e-01
Contig38411_188	18	3.659e-01	7.121e-01	4.578e-01	1.198e-01	7.288e-01	2.407e-01	2.637e+00	6.737e+00	4.515e-01	7.035e-01
Contig38421_30901	18	2.381e-01	-4.182e+00	1.492e+00	5.057e-03	7.326e-01	2.098e-01	1.520e+01	1.988e+01	5.809e+00	1.542e+00
Contig38421_30919	18	3.241e-01	-2.192e+00	1.649e+00	1.838e-01	2.904e-01	1.646e-01	1.107e+01	8.722e+00	5.693e+00	1.583e+00
Contig38421_30931	18	2.357e-01	3.855e-01	1.115e+00	7.295e-01	5.367e-01	2.435e-01	8.754e+00	1.071e+01	2.551e+00	1.342e+00
Contig38421_30954	18	3.076e-01	2.777e-01	5.710e-01	6.268e-01	7.223e-01	2.649e-01	4.712e+00	9.765e+00	2.101e+00	8.204e-01
Contig38421_30995	18	2.872e-01	2.402e-01	8.911e-01	7.875e-01	6.212e-01	2.984e-01	8.683e+00	1.404e+01	3.307e+00	1.219e+00
Contig38421_31008	18	2.832e-01	1.811e-01	7.516e-01	8.095e-01	4.323e-01	2.071e-01	3.208e+00	5.110e+00	1.733e+00	1.002e+00
Contig38421_33289	18	2.956e-01	1.354e-01	8.566e-01	8.744e-01	8.062e-01	2.107e-01	9.316e+00	1.589e+01	3.119e+00	1.112e+00
Contig38421_33292	18	2.943e-01	1.090e+00	1.790e+00	5.425e-01	3.941e-01	1.759e-01	1.971e+01	1.605e+01	3.995e+00	1.697e+00
Contig38466_346	18	2.891e-01	2.480e-01	1.427e+00	8.620e-01	3.865e-01	1.788e-01	1.228e+01	8.391e+00	5.706e-01	1.465e+00
Contig38466_356	18	2.643e-01	9.423e-02	8.012e-01	9.064e-01	5.430e-01	2.421e-01	2.907e+00	3.337e+00	3.556e+00	9.834e-01
Contig38466_397	18	3.068e-01	-1.026e+00	1.050e+00	3.286e-01	4.321e-01	2.499e-01	3.611e+00	4.108e+00	4.738e+00	1.286e+00
Contig38466_401	18	3.439e-01	9.982e-01	6.728e-01	1.379e-01	7.062e-01	2.557e-01	2.438e+00	4.957e+00	2.310e+00	9.033e-01
Contig38466_406	18	2.843e-01	-1.507e+00	9.163e-01	1.000e-01	4.917e-01	2.402e-01	4.683e+00	7.373e+00	4.333e+00	1.118e+00
Contig385_3586	18	2.560e-01	5.608e-01	1.450e+00	6.990e-01	4.760e-01	2.174e-01	9.815e+00	9.163e+00	3.541e+00	1.418e+00
Contig38503_5893	18	1.962e-01	1.169e+00	1.193e+00	3.272e-01	7.938e-01	1.378e-01	1.583e+01	1.728e+01	1.893e+00	1.349e+00
Contig38503_5908	18	2.788e-01	1.582e-01	6.636e-01	8.115e-01	6.278e-01	2.590e-01	3.500e+00	6.486e+00	2.389e+00	9.216e-01
Contig38503_5937	18	2.193e-01	4.568e-01	1.001e+00	6.482e-01	8.984e-01	1.303e-01	1.211e+01	1.487e+01	3.219e+00	1.140e+00
Contig38503_5947	18	3.272e-01	9.635e-01	6.890e-01	1.620e-01	8.083e-01	2.074e-01	3.697e+00	7.616e+00	1.260e+00	8.642e-01
Contig38503_5981	18	2.381e-01	-4.088e-01	7.854e-01	6.027e-01	5.769e-01	2.314e-01	5.012e+00	5.997e+00	2.512e+00	1.042e+00
Contig38503_6033	18	2.260e-01	-1.558e-01	8.404e-01	8.529e-01	7.953e-01	2.247e-01	7.131e+00	1.087e+01	3.492e+00	1.157e+00
